date,temp,rain,sun
20191023,18.8,0,9.2
20191024,18.7,0,0.4
20191025,17.1,181.5,0
20191026,20.1,0,5.8
20191027,18.9,0,2.8
20191028,17.4,0,4.7
20191029,15.3,15,0
20191030,17,0,8.3
20191031,17.9,0,3.7
20191101,18,0,9.9
20191102,16,0,8
20191103,16.2,3,1.6
20191104,15.4,3.5,8.8
20191105,15,0,10
20191106,15.7,0,10.1
20191107,17.2,0,6.6
20191108,15,0,7.1
20191109,13.4,0,4.2
20191110,14.2,0,9.7
20191111,14.5,5,3
20191112,17.1,0,9.9
20191113,15.5,0,1.9
20191114,18.7,0,3.1
20191115,13.6,0,5.5
20191116,14.4,0,9.8
20191117,15,0,9.8
20191118,16.6,2,5.8
20191119,17,5,4.1
20191120,12.6,0,7.6
20191121,11.5,0,9.4
20191122,8.9,35,0
20191123,12.6,62.5,0
20191124,16.9,24,0.2
20191125,16.9,0,1.1
20191126,9.3,2.5,0
20191127,9.2,3.5,0
20191128,8.8,12.5,0
20191129,6,0,9.5
20191130,7.7,0,9.5
20191201,9.3,0,1.7
20191202,14.3,41,0.2
20191203,13,0,7.5
20191204,11.6,0,9.6
20191205,10.3,0,6.4
20191206,7.8,0,0
20191207,5.6,8,0
20191208,8.3,0,9.5
20191209,7.2,0.5,2.7
20191210,11.1,1.5,1.7
20191211,13.6,1,2.2
20191212,13.4,0,8.5
20191213,7.8,0,0
20191214,10.4,0,9
20191215,8.9,0,6.4
20191216,8.5,0,8.8
20191217,9.4,4,0
20191218,11.9,0,6.1
20191219,9.4,5,0
20191220,10.9,0,8.9
20191221,8.3,0,0
20191222,7.6,23,0
20191223,7.8,9.5,2
20191224,8.3,0,7.7
20191225,6.7,0,1.7
20191226,8.9,0,0.4
20191227,9.3,0,6.3
20191228,7.4,0,8.9
20191229,7.7,0,7.1
20191230,7.2,0.5,0
20191231,9.9,0,6.6
20200101,6.2,0,5.7
20200102,7,0,4.5
20200103,7.4,0,9.4
20200104,7.3,1,3.1
20200105,6,1.5,9.6
20200106,7.5,0,8.4
20200107,6.4,3,0.4
20200108,5.9,13,1.3
20200109,11.5,0,9.5
20200110,8.2,0,6.3
20200111,7.3,0,3.4
20200112,6.8,0,0
20200113,8.5,0,9.4
20200114,9.1,0,6.6
20200115,7.8,12,2.3
20200116,7.2,0,5.4
20200117,7.4,0,2.8
20200118,4.1,13.5,0
20200119,7.2,0,8.4
20200120,8.8,0,9.6
20200121,8.1,0,9.8
20200122,5.5,0,2.3
20200123,6.4,6.5,0
20200124,10.6,0,0.8
20200125,8,0,3.3
20200126,5.4,7.5,0
20200127,5.9,3.5,0
20200128,6.6,49.5,0
20200129,13.2,47,6.6
20200130,12.5,0,8.9
20200131,9,0,2.8
20200201,8.4,0,9.8
20200202,8.4,0,9.9
20200203,9.8,0,4.8
20200204,8.3,0,2.9
20200205,8,0,8.9
20200206,3.2,0,7.8
20200207,2.8,0,4
20200208,6.4,0,8.4
20200209,4.2,0,10.2
20200210,4.9,0,6.1
20200211,6.7,0,10.2
20200212,9.6,0,8.8
20200213,13.2,6,5.1
20200214,13,0,2.3
20200215,12.7,0,3.4
20200216,10.6,18,0
20200217,12.1,0,10.2
20200218,8.3,0,6.6
20200219,8.5,0,9.4
20200220,9.4,0,5.1
20200221,10.1,0,8.9
20200222,13.8,8.5,4.6
20200223,11.5,0,10.6
20200224,10.4,0,9.5
20200225,10.8,0,4.1
20200226,8.7,1,0
20200227,7,0,8.2
20200228,6.7,0,9
20200229,9.9,2,5.8
20200301,11.9,1,9.6
20200302,8,3,0
20200303,11.1,0,10.3
20200304,9.7,8,0
20200305,9.8,2.5,4.4
20200306,10,0,11.1
20200307,8,0.5,0.3
20200308,7.9,5.5,0
20200309,12.8,0,2.9
20200310,15.3,20.5,0
20200311,17,0,8.3
20200312,11.8,0,9.8
20200313,13.2,0,8.2
20200314,6,23.5,0
20200315,7.6,0,8.9
20200316,7.9,0,8
20200317,8.4,0,8.7
20200318,12.8,0,10.2
20200319,14.6,6,8.7
20200320,15.3,0,8.8
20200321,14.4,0,10.9
20200322,17,0,7.9
20200323,10.4,0,0.1
20200324,8.7,0,10.4
20200325,9.7,0,11.3
20200326,13.2,0,10.3
20200327,16.4,0,2.3
20200328,15.7,12.5,0.2
20200329,4.7,51.5,0
20200330,8.2,0,1.9
20200331,10.8,0,0.1
20200401,12.3,33,0
20200402,14.8,0,11.7
20200403,12.9,0,10.8
20200404,16.2,0,11.7
20200405,11.4,0,2.7
20200406,12.6,0,12
20200407,12.4,0,7.3
20200408,14.9,0,11.6
20200409,13.6,0,9
20200410,11.5,0,9.3
20200411,11.4,0,6.5
20200412,11.1,5.5,0.8
20200413,9.3,91.5,0
20200414,11.8,0.5,11.4
20200415,14.6,0,9.1
20200416,12.1,0,4.6
20200417,12.7,0,4
20200418,14.3,69.5,1
20200419,15.2,0,10.8
20200420,10.5,11,0
20200421,15.1,0,0.5
20200422,13.3,0.5,3.3
20200423,12.5,0,7
20200424,12.3,0,4.5
20200425,13,0,12.7
20200426,18.7,0,10
20200427,13.3,9,1.1
20200428,13.6,0.5,5.9
20200429,15.9,0,11.7
20200430,18.3,0,11.3
20200501,19.9,0,10.7
20200502,20.5,0,12.3
20200503,21,0,8.2
20200504,19.3,2.5,0
20200505,20.7,0,6
20200506,16.5,14,0.1
20200507,16.5,1.5,9.1
20200508,16.5,0,11.1
20200509,18.6,0,3
20200510,21.3,0,0.3
20200511,22.3,1.5,7.5
20200512,21.7,0,4.1
20200513,22,0,12.3
20200514,20.7,0,11.9
20200515,22,0,9.2
20200516,19.1,32.5,0
20200517,21,1,12.1
20200518,20.2,1.5,0
20200519,19.3,37.5,0
20200520,13.3,2.5,0.1
20200521,13.9,0,0
20200522,15.2,10.5,0
20200523,18.3,1,3.4
20200524,20.7,0,6.5
20200525,21.4,0,8.4
20200526,21.4,1,0.2
20200527,22.1,0,4.9
20200528,20.4,2,5.7
20200529,20.7,0,13
20200530,22,0,9.6
20200531,21.7,0,0.3
20200601,20.8,0,0
20200602,22.8,0,4.5
20200603,23.8,0,4.5
20200604,23.7,0,5.3
20200605,24.7,0,10.7
20200606,24.6,4.5,3.9
20200607,21.8,1.5,7.9
20200608,23.1,0,7.2
20200609,25.4,0,13.1
20200610,25.6,0,11
20200611,25.8,6,3.6
20200612,25.8,10.5,4.7
20200613,21.5,22,0
20200614,22.3,8,0
20200615,26.8,0,7.4
20200616,25.3,0,6.8
20200617,23.5,0,13.1
20200618,22.7,4,0
20200619,19.3,42.5,0
20200620,22.9,0,10.9
20200621,22.9,0,1.8
20200622,19.6,28.5,0
20200623,22,4.5,2.7
20200624,21.7,0,0.1
20200625,20.2,18.5,0.1
20200626,24.3,0,5
20200627,25,0,1.5
20200628,22.8,58,0.2
20200629,24.4,0,3.8
20200630,25.5,15.5,0.6
20200701,26.1,21,0.2
20200702,26.1,20.5,11.2
20200703,24,3,2.7
20200704,25.4,54.5,0.3
20200705,25.9,3.5,4
20200706,26,25,0
20200707,27.6,0,0.4
20200708,26.2,3,1.4
20200709,25.3,14.5,0
20200710,26.8,0,0.6
20200711,27.7,0.5,3.3
20200712,25.5,3,6.4
20200713,20.9,8,0.2
20200714,24.1,5.5,0.1
20200715,20.4,4,0
20200716,20.5,0.5,0.2
20200717,19.4,19.5,0
20200718,20.7,46.5,0
20200719,24.4,0.5,7.4
20200720,26.4,0,6.7
20200721,25.1,1,1.4
20200722,26,53,0.5
20200723,24.2,0.5,0
20200724,25.4,0,0.3
20200725,25.8,52.5,0.6
20200726,26.3,52.5,4.6
20200727,27.3,0,3.6
20200728,27.3,0.5,1.8
20200729,22.8,0,0
20200730,22.5,0.5,0
20200731,24.7,0.5,3.5
20200801,25.9,0,7
20200802,26.4,0,9.7
20200803,27.2,0,11.3
20200804,28,0,10.9
20200805,28.6,0,9.3
20200806,28.6,0,9.7
20200807,29.4,0,10.8
20200808,28.2,0,4.9
20200809,29.4,0,8.5
20200810,30.2,0,9.7
20200811,31.1,0,13
20200812,30.6,0,8.5
20200813,30.8,1,9.4
20200814,30,0,10.3
20200815,31,0,9.6
20200816,30.5,0,8.3
20200817,30.7,0,9.6
20200818,30.1,0,4.4
20200819,28.8,0,9.1
20200820,29.1,0,12.4
20200821,29.6,0,12
20200822,29.4,0,7.2
20200823,25.7,51,0.3
20200824,27.4,0,8.4
20200825,27.5,0,9.5
20200826,28.2,0,9.7
20200827,29.3,2,7.6
20200828,29.8,0,7.1
20200829,29.9,0,12.3
20200830,29.7,0,10.7
20200831,27.2,0,5.9
20200901,25.4,0,0.7
20200902,28.1,17,2.9
20200903,29.3,2,7.5
20200904,29.5,11.5,10.6
20200905,28.2,49.5,4.8
20200906,26.8,42.5,3.7
20200907,28.8,4.5,3.1
20200908,29.5,0,8.5
20200909,29.3,0,11.3
20200910,27.9,0,5
20200911,28.4,5.5,7.2
20200912,24.4,10.5,0
20200913,23.7,2.5,1.7
20200914,23,1.5,0.2
20200915,24.2,0,3.1
20200916,24,6,0.7
20200917,25.8,0,5.7
20200918,29.1,0,6.3
20200919,25.7,0,0.9
20200920,23.2,0,0.1
20200921,22.2,1,3.9
20200922,22.4,7.5,3.8
20200923,21.4,15.5,0
20200924,19.6,26.5,0
20200925,20,19,0
20200926,19.9,6.5,0
20200927,20,0,0.1
20200928,21.7,0,9
20200929,19.8,0,2.3
20200930,20.1,0,9.6
20201001,19.2,4,1.6
20201002,21,0,10.5
20201003,22.1,0,6.5
20201004,22.8,0,1.7
20201005,23.1,0,1
20201006,20.8,0,4.1
20201007,18.8,1,4.1
20201008,15.3,42,0
20201009,16.3,27.5,0
20201010,17.7,63,0
20201011,20.1,0,0.1
20201012,21.1,0,0
20201013,22.1,0,2.1
20201014,20.3,0,3.1
20201015,16.5,9.5,0
20201016,15.8,0,2.3
20201017,12.9,28.5,0
20201018,15.5,1,3.6
20201019,14.5,15,0
20201020,16.2,0,6.6
20201021,16.4,0,8.4
20201022,17.8,0,1.6
20201023,17.7,5.5,0
20201024,17.7,0,6.7
20201025,16.7,0,7.7
20201026,17.2,0,7.9
20201027,16.6,0,2.9
20201028,17.4,0,3.8
20201029,18.3,0,9.8
20201030,14.9,0,1.5
20201031,13.9,0,10.2
20201101,15.5,0,4
20201102,17.5,5,1.1
20201103,15.6,4,0.1
20201104,14.4,0,10
20201105,14.5,0,9.5
20201106,13.8,0,0.2
20201107,16.9,3,0.1
20201108,18.2,1.5,0.8
20201109,14.5,0,0.3
20201110,12.2,0,7.9
20201111,11.8,0,8.8
20201112,10.3,0,0.2
20201113,14.7,0,8.6
20201114,14.7,0,9.8
20201115,14.7,0,9.6
20201116,16.1,0,9.5
20201117,15.8,0,9.5
20201118,16.7,0,8.4
20201119,20.5,0,6.3
20201120,22.2,0,0
20201121,17.4,0,9.1
20201122,15.4,0,8.3
20201123,16.6,0,6.5
20201124,12.4,0,0
20201125,11,2,0
20201126,13.1,0,6.5
20201127,11.8,0,0.3
20201128,12.1,0,7.6
20201129,10.3,0,0.1
20201130,10.6,0,7
20201201,10.6,0,7.2
20201202,8.3,6.5,0
20201203,8.9,0,0.1
20201204,9.2,0,7.1
20201205,6.9,3.5,0
20201206,9.6,0,2.8
20201207,10.9,0,8.5
20201208,11.7,0,7.9
20201209,9.8,0,0
20201210,9.6,2,0
20201211,10.8,0,3.9
20201212,11.1,0,0.6
20201213,10.3,0,5.8
20201214,10.1,0,3.9
20201215,6.5,0,7.8
20201216,5.4,0,8.3
20201217,4.8,0,9.2
20201218,7.3,0,8
20201219,6.8,0,3.8
20201220,5.1,0,9.4
20201221,6.6,0,9.5
20201222,6.1,0,5.5
20201223,7.7,0,9.2
20201224,11.4,0,2.2
20201225,10,0,7.5
20201226,7.5,0,8.6
20201227,8.5,0,6.7
20201228,8.6,0,3.1
20201229,9.7,0,3.6
20201230,10.3,8,0.4
20201231,4.2,0,9.2
20210101,5.4,0,9.2
20210102,5.5,0,9.1
20210103,4.5,0,8
20210104,6.6,0,7.8
20210105,6.2,0,0.3
20210106,5.6,0,1
20210107,7.2,0,7.5
20210108,3.4,0,8
20210109,4.3,0,8.9
20210110,3.4,0,9.6
20210111,2.7,0,1.7
20210112,3.7,2,1
20210113,6.5,0,9.6
20210114,8,0,9.5
20210115,6.2,1.5,0
20210116,10.3,0,8.5
20210117,5.8,0,0.4
20210118,5.7,0,5.8
20210119,5.7,0,9.3
20210120,4.1,0,9.8
20210121,5.8,0,7.7
20210122,9.3,0,8.8
20210123,7,15.5,0
20210124,4.8,10,0
20210125,8.1,1,9.1
20210126,8.7,0,3.1
20210127,9.7,3,0
20210128,4.8,8,0.8
20210129,5.9,0,8.2
20210130,4.7,0,9.8
20210131,6.4,0,9.9
20210201,8.2,0,4.8
20210202,11.4,19.5,4
20210203,7.1,0,9.9
20210204,7.6,0,9.9
20210205,7.3,0,8.7
20210206,9.6,0,8.5
20210207,10.3,0,9.7
20210208,6.7,0,1.8
20210209,5,0,10.2
20210210,7.1,0,8.9
20210211,9.5,0,10
20210212,8.3,0,2.5
20210213,10.4,0,9.7
20210214,13.3,0,3.5
20210215,13.7,41,0.3
20210216,11.3,0,10.4
20210217,8.6,0,9.5
20210218,5,0,9.7
20210219,7.5,0,10.5
20210220,11.2,0,10.3
20210221,15.1,0,10.1
20210222,14.8,0,10.3
20210223,12.3,0,7.9
20210224,7.2,0,9.2
20210225,6.9,0,7.8
20210226,9,0,0
20210227,5.7,0,10.2
20210228,7,0,10.6
20210301,12.5,0,3.3
20210302,14.7,9.5,0.6
20210303,7.5,0,10.5
20210304,9.2,0,5.5
20210305,13,1,3
20210306,13.4,1,0.6
20210307,7.7,0,0
20210308,7.2,10.5,0
20210309,9.8,0,2.9
20210310,12.9,0,9.9
20210311,10,0,10.9
20210312,13.2,0.5,1.7
20210313,12.7,64.5,0
20210314,13.8,0,10.1
20210315,12.9,0,11.1
20210316,14.8,0,8
20210317,14.6,0,9.3
20210318,12.1,0,10.7
20210319,12.9,0,8.3
20210320,14.2,0,1.5
20210321,18.5,10,0
20210322,13.1,1,2.1
20210323,11.1,0,10.9
20210324,14.5,0,10.8
20210325,14.3,2,2.5
20210326,14.4,0,9.4
20210327,13.5,0,10.2
20210328,17.3,2,1.7
20210329,17.9,27.5,5.3
20210330,18.2,0,4.5
20210331,17.4,0,8.7
20210401,16.3,0,6.1
20210402,16.1,0,6.5
20210403,16.7,0,5.7
20210404,18.1,38.5,2.2
20210405,13.9,14,0
20210406,10.7,0,7
20210407,13,0,12
20210408,13.8,0.5,6
20210409,12.2,0,4.2
20210410,10.2,0,7.8
20210411,12.6,0,9.7
20210412,14.7,0,9.1
20210413,16.6,1,0.5
20210414,16.3,11,0.2
20210415,10.9,0.5,9.4
20210416,14.4,0,4.7
20210417,16.4,12,0
20210418,16.8,1.5,12.1
20210419,16.7,0,12.2
20210420,16.8,0,12.2
20210421,18.2,0,12.6
20210422,17.6,0,10.8
20210423,13.7,0,12.6
20210424,15.3,0,10.3
20210425,16.8,1,8.1
20210426,12.8,0,12.8
20210427,14.7,0,7.7
20210428,18.9,0,9.6
20210429,17.6,34.5,0
20210430,19.4,1,11.6
20210501,18.2,6,6.7
20210502,17.6,0,8.8
20210503,16.5,0,11
20210504,18.6,0,11.7
20210505,19.4,2.5,1.6
20210506,18.7,5.5,6.1
20210507,18.1,3,0.7
20210508,19.7,0,7.3
20210509,21.9,0,8.9
20210510,20.5,0,11.4
20210511,17.9,0,0.6
20210512,17.9,0,5.5
20210513,17.5,2.5,0
20210514,20.7,0,10.3
20210515,21,0,1.9
20210516,21,0,2.6
20210517,23.5,0,0.1
20210518,21.1,1.5,0.7
20210519,17.7,18,0
20210520,19.9,10,0.9
20210521,23.2,2,0
20210522,20.1,1,0.2
20210523,19.4,14,7.9
20210524,21.6,0,5.6
20210525,22.6,0,7.6
20210526,20.9,0,9.3
20210527,17.6,38,0
20210528,21.1,0,5.1
20210529,23.4,0,5.2
20210530,21.5,0,7.3
20210531,20.5,6,10.3
20210601,19.9,6.5,8.2
20210602,22,0,4.3
20210603,22.5,0,8.4
20210604,22.3,15,0
20210605,21.9,0,2.1
20210606,21.5,2,0.9
20210607,23.3,0,3.1
20210608,24.2,0,10.1
20210609,24.6,0,13.4
20210610,23.5,0,11.9
20210611,23.5,0,11.4
20210612,23.6,0,7.4
20210613,24.6,0,5.3
20210614,22.2,3.5,0
20210615,23.5,1,5.6
20210616,23.4,0,0.6
20210617,22.4,0,8.6
20210618,22.7,0,10.8
20210619,21.5,15,0
20210620,22.8,21,0.7
20210621,22.2,7.5,4.2
20210622,22.9,0,2.6
20210623,22.6,0,0.6
20210624,22.4,7.5,1.9
20210625,23.6,0,4.3
20210626,24.2,0,5.5
20210627,23.3,0,1
20210628,24.2,1.5,7.8
20210629,22.4,34,2
20210630,21.7,0,0
20210701,21.7,52,0
20210702,22.5,121.5,0
20210703,22.3,81,0
20210704,20.4,11.5,0
20210705,22.4,1.5,0.2
20210706,25.2,0,0.6
20210707,25.8,0.5,1.9
20210708,23.8,6,0
20210709,24.7,2.5,0
20210710,27.2,0,10.4
20210711,25.8,17,7.6
20210712,26.3,0,9.4
20210713,24.8,0,1.6
20210714,25.4,0,4.1
20210715,25.9,27.5,3.5
20210716,27.6,0,9.5
20210717,27.4,0,11.9
20210718,27.8,0,11.4
20210719,28.1,0,8.6
20210720,28,0,11.8
20210721,28.3,0,12.8
20210722,28.4,0,9.6
20210723,28.3,0,9.5
20210724,28.5,0,10.6
20210725,27.8,0,9.8
20210726,26.3,2,5.2
20210727,25.6,20.5,2.7
20210728,27.6,11.5,7.2
20210729,28.4,0,5.1
20210730,26.8,40,3.7
20210731,27.3,0,9.7
20210801,28.5,0,11.3
20210802,28.5,1,4.6
20210803,28.9,0,8.9
20210804,28.9,0,12.1
20210805,29.1,0,12.6
20210806,29.2,0,9.9
20210807,28,2.5,3.8
20210808,26.6,128.5,0
20210809,29.4,3.5,4.9
20210810,30.3,0,12.6
20210811,29.1,0,6.7
20210812,26,0,0.6
20210813,23.2,8.5,0
20210814,25.4,25,0
20210815,20.4,60.5,0
20210816,21.9,0.5,0
20210817,24.7,1,0.4
20210818,28.4,0,10.2
20210819,28.5,0,12.3
20210820,28.8,0,11.1
20210821,28,0,4.9
20210822,28.5,0,4.1
20210823,26.5,32.5,3.5
20210824,27.7,0,3.4
20210825,29.3,0,5.4
20210826,30.5,0,11.1
20210827,29.7,0,9.6
20210828,29.6,0,8.7
20210829,28.6,0,6.3
20210830,29.4,0,11.2
20210831,27.4,0,3.4
20210901,21.7,0.5,0
20210902,20.2,15.5,0
20210903,20.5,5.5,0
20210904,21.7,24.5,0.3
20210905,21.5,17,1.2
20210906,20.3,7,0.1
20210907,20.7,0,7.2
20210908,21.6,2.5,2.7
20210909,21.2,11.5,0
20210910,24.7,0,4.4
20210911,25.4,0,4.6
20210912,24.7,0,0
20210913,25.3,0,6.7
20210914,23,20.5,0.3
20210915,22.8,3.5,6.9
20210916,22.6,0,7.1
20210917,22.7,0,1
20210918,25,23,0.3
20210919,23.6,0.5,8.8
20210920,22.4,0,10.6
20210921,23,0,5.3
20210922,25.7,1,6.3
20210923,27.2,0,10
20210924,25.2,0,10.3
20210925,22.5,0,2
20210926,20.3,0,0
20210927,20.9,0,6.4
20210928,21.4,0,6.2
20210929,22,0,4.6
20210930,23.3,6.5,2.1
20211001,19.7,88,0
20211002,22.4,6.5,10.9
20211003,22.9,0,7.8
20211004,23.9,0,9.9
20211005,24.3,0,10
20211006,23.3,0,8.5
20211007,21.9,0,0.4
20211008,24.3,0.5,8.8
20211009,23.2,0,4.7
20211010,22.3,0,5.3
20211011,24.5,0,9.4
20211012,21.5,0,0
20211013,17.8,4.5,0
20211014,19.6,0,5.3
20211015,21.4,0,10.2
20211016,22.2,0.5,0.6
20211017,16.6,26,0
20211018,14,0,7.5
20211019,14.3,4,0
20211020,17.2,2,10.5
20211021,15.3,0,4.9
20211022,12.2,9,0
20211023,14.5,0,10.6
20211024,14.7,0,10.3
20211025,15.2,15,2.3
20211026,15.4,46,3.4
20211027,14.8,3.5,0
20211028,17.5,3,7.9
20211029,15.3,0,8.7
20211030,15.5,0,9.8
20211031,14.4,0.5,0
20211101,17.4,0.5,4.4
20211102,17.8,0,5.7
20211103,17.5,0,8.7
20211104,16.4,0,8.7
20211105,15.8,0,9.8
20211106,15.3,0,9.3
20211107,15.8,0,2.3
20211108,17,0.5,6.3
20211109,18.3,60.5,0.5
20211110,17.4,0,8.3
20211111,17.9,0,9.8
20211112,17.2,0,8.6
20211113,14,0,9.9
20211114,15,0,6.7
20211115,15.3,0,9.8
20211116,14.5,0,5.3
20211117,13.6,0,6.5
20211118,13.6,0,2.8
20211119,13.1,0,6.4
20211120,13.6,0,8.8
20211121,13.1,7,0.5
20211122,15.2,27.5,0
20211123,14.8,0,5.9
20211124,13.2,0,9.7
20211125,13.4,0,9.6
20211126,13.5,0,9.5
20211127,9.9,0,8.8
20211128,9.5,0,9.6
20211129,9.2,0,9.2
20211130,12.1,0.5,7.5
20211201,16.7,55.5,6.6
20211202,11.1,0.5,9.5
20211203,11.7,0,8.9
20211204,11.2,0,9.5
20211205,8.8,0,8.1
20211206,9.6,0,0
20211207,12.2,27,0.1
20211208,9.7,43.5,0
20211209,10.3,0,6.8
20211210,9.5,0,4.1
20211211,9.7,0,9.4
20211212,12.8,0,7.4
20211213,10.5,0,8.9
20211214,5.7,3,0.8
20211215,8.2,0,9.2
20211216,10.9,0,8.1
20211217,10.5,23,0.2
20211218,5,0,9.4
20211219,5.5,0,9.4
20211220,7.3,0,9.1
20211221,9.1,0,9.5
20211222,9.3,0,7.1
20211223,7.8,0,8.2
20211224,9.3,0.5,8.8
20211225,8.7,7.5,5.6
20211226,4,0,6.8
20211227,4,0,7.7
20211228,4.5,0,9.4
20211229,5.3,0,7
20211230,7.4,0,8.1
20211231,3.8,0,5.2
20220101,3.9,0,9.5
20220102,4.1,0,4.6
20220103,6.1,0,8.8
20220104,6.4,0,9.5
20220105,4.7,0,9.5
20220106,1,7,0
20220107,3.1,0,9.5
20220108,5.3,0,9.5
20220109,7.5,0,8.1
20220110,7.7,0,0
20220111,6.5,8.5,0
20220112,6.1,0,9.6
20220113,6.2,0,6.5
20220114,5.2,0,9.7
20220115,7,0,9.1
20220116,6.8,0,9
20220117,7,0,4.8
20220118,5.2,0,9.6
20220119,4.3,0,5.5
20220120,4.2,0,9.6
20220121,3.7,0,9.3
20220122,4.4,0,8
20220123,5.3,0,2.3
20220124,6.3,0,6.1
20220125,5.2,0,4.7
20220126,5.6,0,0.9
20220127,7.1,0,5.6
20220128,6.7,0,1.1
20220129,6.1,0,4.5
20220130,5.4,0,4.6
20220131,5.6,0,9.7
20220201,6.6,0,9.2
20220202,6.5,0,9.8
20220203,6.3,0,6.8
20220204,5.6,0,3.6
20220205,4.5,0,9.9
20220206,3.4,0,8.7
20220207,5.4,0,10
20220208,5.4,0,3.5
20220209,5.9,0,9.1
20220210,3.5,21,0
20220211,3.8,6.5,8.2
20220212,5.4,0,10.2
20220213,4.2,20,0.5
20220214,4,4.5,0.8
20220215,6.3,0,5.8
20220216,6.6,0,9.2
20220217,5.6,0,9.5
20220218,7.2,0,10.4
20220219,6.1,10.5,0.4
20220220,6.5,9.5,0.5
20220221,4.5,0,10.7
20220222,5.1,0,10.3
20220223,4.9,0,8.6
20220224,5.5,0,7
20220225,7.1,0,10.9
20220226,9,0,10.9
20220227,10.4,0,10.7
20220228,9.6,0,9.5
20220301,10.8,0,7.2
20220302,11.1,0,5.5
20220303,10,0,10.1
20220304,8.2,0.5,3.4
20220305,11.3,0,10.2
20220306,8.8,0,7.4
20220307,8.5,0,9.5
20220308,6.9,1,0.4
20220309,7.8,0,9.3
20220310,9.1,0,10.2
20220311,11.8,0,10.8
20220312,14.6,0,10.9
20220313,14,0,2.4
20220314,16,1.5,9
20220315,11.8,0,5.5
20220316,13.6,0,6.7
20220317,13.8,0,7.1
20220318,5.7,38.5,0
20220319,9.9,14,4.9
20220320,10,0,6.1
20220321,9,0.5,4.1
20220322,4.2,20.5,0
20220323,5.3,1.5,6.5
20220324,7.9,1,6.2
20220325,12.2,0,10.6
20220326,16.9,5.5,0
20220327,15.8,4,1.1
20220328,13.6,0,6.4
20220329,10.5,0,0
20220330,14.2,0,1.9
20220331,15.2,6.5,7.8
20220401,7.1,19,2.8
20220402,8.4,0,9.9
20220403,9.5,5,0
20220404,9.7,61,0
20220405,12.1,0,3.4
20220406,15.5,0,10.9
20220407,14.4,0,4.9
20220408,15.2,0,10.4
20220409,17.7,0,11.8
20220410,18.6,0,11.7
20220411,19.2,0,9.2
20220412,19.5,0,11.6
20220413,20.8,0,11.4
20220414,12,0,0
20220415,10.2,22.5,0
20220416,11.9,0,3.1
20220417,13.4,0,4.2
20220418,15.2,23.5,1.5
20220419,15.1,0,6.1
20220420,13.2,3.5,0
20220421,16.8,7.5,4.2
20220422,19.7,28.5,10.3
20220423,20.1,0,6.5
20220424,17.9,9.5,0.4
20220425,19.5,0,11.9
20220426,21.6,4,0.1
20220427,22.3,3,1.3
20220428,16.3,0,1.6
20220429,12.8,39,0
20220430,12,0,12.5
20220501,13.9,7.5,0.1
20220502,13.9,5.5,3.3
20220503,14.8,0,11.7
20220504,18.5,0,12.9
20220505,19.7,0,11.6
20220506,19.7,0,8.3
20220507,18.8,6,1.8
20220508,18.1,0,1.6
20220509,14.7,10.5,0
20220510,16.6,1,10.4
20220511,18.5,0,10.1
20220512,19.6,3,0.1
20220513,20.2,50,0
20220514,22,25,1.9
20220515,18,0,0
20220516,15,8.5,0
20220517,16.5,1,0
20220518,19.1,0,10.1
20220519,20.5,0,9.3
20220520,21.2,0,4.4
20220521,19.5,5.5,0
20220522,18.9,1,5.8
20220523,19,0.5,7.9
20220524,20.5,0,11.3
20220525,21.4,0,10.5
20220526,21.4,0,5.8
20220527,21.8,11,0.4
20220528,22.7,0,10.6
20220529,23.5,0,13.4
20220530,22.5,0,10.6
20220531,19.1,18,0
20220601,22,0,8.3
20220602,22.6,0,10.9
20220603,21.4,15,7.9
20220604,20,0,9
20220605,21.3,0,5.7
20220606,17.3,20.5,0
20220607,17.7,1,0.2
20220608,16.9,1.5,0.1
20220609,18.8,0.5,1.6
20220610,20.8,2.5,5.8
20220611,21.7,1,0.2
20220612,20.4,20,5
20220613,20.5,0,9.4
20220614,17.9,0,0
20220615,18.1,6,0
20220616,20.9,0,0.6
20220617,23.5,0,3.5
20220618,23,4,0
20220619,23.7,0,11.3
20220620,24.9,0,4
20220621,24.9,3,2.7
20220622,23.4,13,0
20220623,23.2,0,0
20220624,26.4,0,8.9
20220625,28.2,0,13.4
20220626,27.8,0,11.8
20220627,28.8,0,12.6
20220628,28.6,0,13
20220629,28.7,0,12.4
20220630,29.7,0,13
20220701,28.8,0,11.5
20220702,29.1,0,11.2
20220703,28.4,0,1.5
20220704,26.9,0.5,0
20220705,26.6,0,4.3
20220706,25.2,1,1.6
20220707,24.7,0.5,4.6
20220708,25.1,0,7.2
20220709,26.1,0,10.9
20220710,27.4,0,5.7
20220711,27.6,0,10.2
20220712,26,8,0.3
20220713,24.3,45,0
20220714,24.3,42.5,0.5
20220715,24.5,34.5,0.1
20220716,24.6,5.5,0
20220717,25.7,16,3.6
20220718,27.5,0,7.5
20220719,27.6,1.5,0.1
20220720,29.8,0,7.4
20220721,28.3,0,6.2
20220722,29.1,0,7.5
20220723,28.7,0,12.8
20220724,28.5,0,9.8
20220725,29.1,0,7.7
20220726,28,13.5,0.6
20220727,29.4,0,11.2
20220728,29.3,0,9.2
20220729,29.5,0,12.3
20220730,29.9,0,9.5
20220731,30.7,0,10.3
20220801,30.6,0,11
20220802,31.1,0,9.9
20220803,31.3,1,10.1
